Order ID,Order Date,Customer ID,Customer Name,Product ID,Product Name,Category,Sub-Category,Region,Country,Sales Amount,Quantity,Unit Price,Discount,Profit,Cost,Shipping Cost,Payment Method,Invoice Status,Return Status,Shipping Date,Delivery Status
ORD0213,2020-10-23,cbbd8da5-05d5-4660-927f-866fcf3076d2,Jeffrey Nash,PRD6075,Bookshelf,Furniture,Bookshelf,West,Australia,758.38,1,861.8,0.12,206.76,551.62,32.25,Cash on Delivery,Paid,Not Returned,2020-10-24,Delivered
ORD0214,2021-04-18,0f0f5d01-c93c-4263-b474-20486bdd0477,Matthew Johnson,PRD5820,Bookshelf,Furniture,Bookshelf,West,Australia,35.28,2,19.6,0.1,9.34,25.94,24.84,Credit Card,Paid,Returned,2021-04-19,Delivered
ORD0215,2022-09-07,41000810-269d-489a-9633-5ab6da4af77e,Brian Cole,PRD5225,Doll,Toys,Doll,South,UK,2195.07,3,770.2,0.05,419.79,1775.28,48.72,Net Banking,Pending,Not Returned,2022-09-14,In Transit
ORD0216,2019-02-16,ed62988e-db2b-4cce-935f-2693139c7a0a,Linda Martin,PRD1383,Jacket,Clothing,Jacket,North,Australia,4146.87,7,604.5,0.02,471.03,3675.84,44.71,Credit Card,Paid,Returned,2019-02-21,Delayed
ORD0217,2024-09-19,50f9ee26-1b58-4806-9df2-a42f36897279,Mrs. Julie Ayala,PRD2873,Smartwatch,Electronics,Smartwatch,North,USA,922.47,8,140.62,0.18,271.3,651.17,46.65,Net Banking,Paid,Not Returned,2024-09-26,In Transit
ORD0218,2019-10-01,a6c082eb-ae60-4591-a84c-e0567a93a793,Matthew Hill,PRD6076,Doll,Toys,Doll,South,UK,3686.19,8,548.54,0.16,962.65,2723.54,42.1,Cash on Delivery,Unpaid,Returned,2019-10-06,Delayed
ORD0219,2020-07-28,c756d4cc-0b3f-46bf-b8ab-2ddd8fc65895,Melinda Lawrence,PRD7225,Puzzle,Toys,Puzzle,East,Australia,1195.71,3,474.49,0.16,181.13,1014.58,8.43,Cash on Delivery,Pending,Returned,2020-07-31,In Transit
ORD0220,2024-07-06,0f3b1b32-9ca4-47ed-b310-5066fdb284ff,Tracy Key,PRD6271,Laptop,Electronics,Laptop,North,India,615.74,1,820.99,0.25,97.28,518.46,17.85,Net Banking,Pending,Returned,2024-07-14,In Transit
ORD0221,2021-03-22,66dac363-876b-4b2a-a5dd-235bea3716a7,Carrie Rich,PRD8169,Doll,Toys,Doll,West,USA,2858.86,8,489.53,0.27,1069.94,1788.92,25.78,UPI,Pending,Returned,2021-03-23,Delivered
ORD0222,2023-02-22,b3cb50f0-7002-40a0-9eb3-040eae88e98f,Mark Sanchez,PRD8804,Doll,Toys,Doll,North,India,7299.45,9,811.05,0.0,1765.19,5534.26,22.77,Credit Card,Unpaid,Not Returned,2023-02-26,Delayed
ORD0223,2019-06-10,5284f332-491e-40ca-b1c7-d7df9dc123d9,Donna Weber,PRD6819,Doll,Toys,Doll,North,UK,6170.98,10,845.34,0.27,1048.82,5122.16,32.46,Credit Card,Pending,Not Returned,2019-06-15,Delayed
ORD0224,2020-09-11,f0bb75b0-9b82-44ab-b886-9b92af56bb0e,Christopher Ellis,PRD9112,Board Game,Toys,Board Game,East,USA,1043.65,7,212.99,0.3,167.87,875.78,41.28,Cash on Delivery,Pending,Not Returned,2020-09-16,Delayed
ORD0225,2024-02-14,a15e90c8-f23e-4f8a-8bda-3a73cde79b87,Michael Dixon,PRD6833,Snacks,Groceries,Snacks,South,Australia,1329.12,2,830.7,0.2,146.02,1183.1,35.0,UPI,Pending,Not Returned,2024-02-24,Delivered
ORD0226,2024-02-21,184e252c-3c10-452d-b820-0e81fdaeef16,Danielle Garcia,PRD6108,Bookshelf,Furniture,Bookshelf,South,Australia,817.64,3,383.87,0.29,296.16,521.48,5.75,Credit Card,Pending,Returned,2024-02-24,Delivered
ORD0227,2023-04-28,06633b24-41b7-499f-98ee-6e66dddd18be,Kaitlin Williams,PRD1517,Table,Furniture,Table,North,Australia,41.03,1,48.84,0.16,14.27,26.76,28.46,Credit Card,Pending,Not Returned,2023-05-07,Delivered
ORD0228,2019-03-10,dbf7ce5b-a0fc-42de-b4b0-d477baabcaea,Elizabeth Jarvis,PRD8808,Board Game,Toys,Board Game,South,USA,1178.38,6,211.18,0.07,179.04,999.34,46.04,Net Banking,Unpaid,Not Returned,2019-03-16,In Transit
ORD0229,2024-05-05,6ea389f9-8084-42ae-8a9b-3587ed09fb85,Jesse Hill,PRD6037,Smartphone,Electronics,Smartphone,West,UK,2122.63,6,478.07,0.26,580.97,1541.66,34.98,Cash on Delivery,Pending,Returned,2024-05-09,Delayed
ORD0230,2021-10-10,226f48ea-96c9-4047-a697-da138c8304ef,Jessica Hill,PRD2830,Action Figure,Toys,Action Figure,South,Australia,4340.62,10,442.92,0.02,943.51,3397.11,32.04,Net Banking,Paid,Returned,2021-10-15,Delayed
ORD0231,2020-06-01,6410ce5b-e48f-4ab6-9a26-b97ac615baa3,Maria Nelson,PRD6043,Smartwatch,Electronics,Smartwatch,North,UK,523.57,1,623.3,0.16,89.95,433.62,39.35,UPI,Unpaid,Not Returned,2020-06-08,In Transit
ORD0232,2021-05-28,706cf65b-42bd-4885-819a-7242f0ae13b6,Nicole Cantrell,PRD6863,Laptop,Electronics,Laptop,East,USA,510.6,3,171.92,0.01,106.39,404.21,21.1,Credit Card,Unpaid,Returned,2021-06-06,In Transit
ORD0233,2020-08-02,29c6fad0-707e-4ea8-a75c-975b3707c989,Curtis Campbell PhD,PRD1582,Table,Furniture,Table,South,USA,1980.28,3,666.76,0.01,500.86,1479.42,22.66,Net Banking,Unpaid,Returned,2020-08-12,Delivered
ORD0234,2020-08-18,7f7c1960-5c02-48de-9788-7965109ff191,Jason Burns,PRD1573,Puzzle,Toys,Puzzle,East,India,1427.6,2,939.21,0.24,471.67,955.93,27.6,Credit Card,Unpaid,Not Returned,2020-08-25,In Transit
ORD0235,2021-07-18,b93b05de-e884-48cf-9a9e-1edd212b44c5,Gregory Martinez,PRD6463,Jacket,Clothing,Jacket,South,India,4435.87,5,905.28,0.02,957.49,3478.38,22.42,Credit Card,Pending,Not Returned,2021-07-27,In Transit
ORD0236,2023-12-01,3718725f-6ced-4718-bf00-b3aa5669b67a,Patricia Solis,PRD4482,Snacks,Groceries,Snacks,North,Australia,593.44,5,121.11,0.02,195.68,397.76,31.78,UPI,Pending,Returned,2023-12-03,Delivered
ORD0237,2023-12-13,e8d380ab-4ec8-41c9-ad85-8e4bfbfd56c9,Julian Montoya,PRD5381,Laptop,Electronics,Laptop,West,Germany,1162.82,6,245.32,0.21,253.94,908.88,17.41,UPI,Unpaid,Not Returned,2023-12-15,Delivered
ORD0238,2022-03-26,194363b0-042c-4ca1-a953-c72a075c3027,Jennifer Stuart,PRD9222,Shirt,Clothing,Shirt,South,UK,797.13,4,237.24,0.16,289.72,507.41,45.87,UPI,Unpaid,Not Returned,2022-04-03,Delayed
ORD0239,2024-02-17,ee82cd0e-40d3-42e7-b5a9-fb61f1720ba5,Angela Baker,PRD4632,Action Figure,Toys,Action Figure,South,Germany,4209.8,6,899.53,0.22,1100.76,3109.04,31.83,UPI,Paid,Returned,2024-02-25,In Transit
ORD0240,2022-09-21,d5dce19d-51a4-4c11-ad74-1e4792b05815,Tiffany Elliott,PRD5017,Chair,Furniture,Chair,North,Australia,3102.16,5,729.92,0.15,339.76,2762.4,10.06,UPI,Unpaid,Returned,2022-09-23,In Transit
ORD0241,2019-09-17,0067634c-3aef-4c53-8f09-9974a781c8db,Marcus Sandoval,PRD9387,Jacket,Clothing,Jacket,East,Germany,187.49,2,130.2,0.28,30.15,157.34,5.96,UPI,Paid,Not Returned,2019-09-20,Delayed
ORD0242,2024-12-13,0b22796b-9a07-4e90-9c11-e95b433e9f94,Christine Mccullough,PRD9914,Sofa,Furniture,Sofa,North,India,792.78,1,843.38,0.06,302.3,490.48,16.08,Credit Card,Unpaid,Returned,2024-12-14,Delayed
ORD0243,2022-05-19,11e9cedc-0714-46d8-8dc5-836f49f3ddf4,Becky Taylor,PRD9845,Puzzle,Toys,Puzzle,South,USA,4638.73,8,783.57,0.26,1238.56,3400.17,5.28,Credit Card,Paid,Returned,2022-05-25,Delivered
ORD0244,2021-03-23,58dd612c-4afc-4c3b-a20f-ca9e178d5944,Erica Huffman,PRD7786,Dress,Clothing,Dress,East,Germany,7788.3,10,875.09,0.11,2739.09,5049.21,44.55,Cash on Delivery,Unpaid,Returned,2021-03-24,Delayed
ORD0245,2023-02-09,af26a5e7-3959-47a1-b4f5-346f95d071dc,Tammy Meyer,PRD1876,Shirt,Clothing,Shirt,South,India,1434.32,5,358.58,0.2,450.12,984.2,17.67,Cash on Delivery,Unpaid,Not Returned,2023-02-11,In Transit
ORD0246,2022-10-30,403669b7-7219-4196-9fd8-7fd5d61b4b0a,Anthony King,PRD5084,Rice,Groceries,Rice,West,Germany,324.25,7,46.79,0.01,64.57,259.68,17.99,Cash on Delivery,Unpaid,Not Returned,2022-11-05,Delayed
ORD0247,2022-06-16,07592af1-5494-4d97-935a-5eaac2c2e83c,Richard Brown,PRD8554,Rice,Groceries,Rice,West,USA,4671.88,7,804.11,0.17,1828.08,2843.8,21.2,UPI,Unpaid,Not Returned,2022-06-22,Delayed
ORD0248,2021-11-12,1745a42e-ada0-4855-b2b0-32d66dabade6,Brittany Diaz,PRD2523,Bookshelf,Furniture,Bookshelf,South,Australia,1816.09,7,365.41,0.29,416.3,1399.79,33.97,Net Banking,Paid,Returned,2021-11-14,Delayed
ORD0249,2020-10-25,d702e756-b752-47f4-993d-f3eeb8436d1c,Anna Owens,PRD6375,Sofa,Furniture,Sofa,North,Germany,2869.48,10,372.66,0.23,697.81,2171.67,24.86,Net Banking,Unpaid,Returned,2020-10-27,Delivered
ORD0250,2019-01-23,f517bff4-bcde-4ccb-9fc1-3b4477a303f8,Jennifer Cohen,PRD8208,Chair,Furniture,Chair,West,UK,620.26,2,319.72,0.03,199.37,420.89,38.48,Credit Card,Paid,Returned,2019-01-27,Delivered
ORD0251,2022-10-09,70ead176-5f83-4c4e-8986-1f7260886e7c,Ethan Cunningham,PRD4295,Smartphone,Electronics,Smartphone,North,India,1396.5,2,862.04,0.19,471.61,924.89,16.47,UPI,Unpaid,Not Returned,2022-10-14,In Transit
ORD0252,2019-06-28,b0fad629-4021-4815-81e5-d2c367f9852d,Taylor Lewis,PRD4512,Laptop,Electronics,Laptop,South,India,608.8,1,845.55,0.28,117.63,491.17,49.69,Net Banking,Paid,Not Returned,2019-07-05,Delivered
ORD0253,2024-10-23,9d1a400a-4b3d-420e-96c3-89731e685290,Brandon Morgan,PRD3665,Jeans,Clothing,Jeans,West,India,1626.49,4,535.03,0.24,550.86,1075.63,12.61,Net Banking,Paid,Not Returned,2024-11-01,In Transit
ORD0254,2022-04-24,18b3c560-facb-4654-acb8-207db99bfb15,Christopher Fisher,PRD5068,Snacks,Groceries,Snacks,West,UK,943.31,4,323.05,0.27,160.85,782.46,20.0,Cash on Delivery,Unpaid,Not Returned,2022-04-30,Delivered
ORD0255,2021-07-26,5d194152-2836-4811-af85-4c5e36f2d388,Angela Rosales,PRD1419,Jeans,Clothing,Jeans,South,Australia,113.32,2,69.95,0.19,39.62,73.7,7.04,Credit Card,Pending,Returned,2021-07-29,Delivered
ORD0256,2024-05-05,f367daf4-e222-4e9a-a139-a3f9fc310d22,Garrett King,PRD8951,Laptop,Electronics,Laptop,West,Australia,2598.51,7,522.84,0.29,495.87,2102.64,19.73,Net Banking,Paid,Returned,2024-05-10,In Transit
ORD0257,2022-07-07,868ccb2d-834d-4cef-8797-186b35d17740,Anthony Elliott,PRD5140,Spices,Groceries,Spices,East,India,1390.76,10,151.17,0.08,471.93,918.83,42.06,Credit Card,Paid,Returned,2022-07-13,Delivered
ORD0258,2019-08-27,3eec2d54-cd71-4d9a-9052-f122c21cdd19,James Lewis,PRD5070,Shirt,Clothing,Shirt,North,USA,4783.83,8,657.12,0.09,890.24,3893.59,6.23,Cash on Delivery,Paid,Not Returned,2019-09-03,Delivered
ORD0259,2019-11-09,a253ddbb-e8f8-42bc-8d1c-e21e19f60e42,Patrick Cummings,PRD7784,Rice,Groceries,Rice,South,India,1714.88,7,295.16,0.17,315.53,1399.35,19.79,Credit Card,Paid,Returned,2019-11-10,Delivered
ORD0260,2024-08-08,74445be0-f538-4981-a2f1-c12789f36aa0,Amy Kline,PRD3649,Shirt,Clothing,Shirt,North,UK,2912.42,10,393.57,0.26,846.96,2065.46,41.93,Credit Card,Pending,Returned,2024-08-16,Delivered
ORD0261,2024-02-06,bfe5334a-d06f-42f0-8ea0-7fa1b04c2691,Jennifer Simpson,PRD9997,Table,Furniture,Table,North,India,501.54,1,597.07,0.16,167.58,333.96,43.02,Net Banking,Paid,Returned,2024-02-14,In Transit
ORD0262,2020-02-12,b6e82603-2299-47b7-8e56-6dbce3a521db,Tara Green,PRD4360,Action Figure,Toys,Action Figure,North,UK,2289.41,10,260.16,0.12,876.81,1412.6,19.62,Credit Card,Unpaid,Returned,2020-02-19,Delayed
ORD0263,2023-03-17,7492e2ef-ecf6-441f-91d3-7c09bf903378,Mr. Christian Ramirez,PRD3511,Headphones,Electronics,Headphones,West,Germany,2141.51,6,371.79,0.04,583.63,1557.88,11.64,Credit Card,Unpaid,Returned,2023-03-20,Delayed
ORD0264,2020-12-10,3454ad91-086d-429a-9d55-a0556e7e51d6,Christopher Deleon DDS,PRD8091,Dress,Clothing,Dress,South,UK,1572.23,4,431.93,0.09,184.42,1387.81,10.51,Credit Card,Pending,Returned,2020-12-12,In Transit
ORD0265,2021-10-09,e8bc4a1e-c7c3-4818-8839-ad6925040496,Courtney Potter,PRD1633,Bookshelf,Furniture,Bookshelf,North,USA,1185.27,7,186.07,0.09,189.55,995.72,7.59,Cash on Delivery,Pending,Returned,2021-10-19,Delivered
ORD0266,2023-03-18,ce80a2e0-a426-4f7c-88cd-1d428050a008,David Bray,PRD3868,Sofa,Furniture,Sofa,West,Germany,1997.92,5,499.48,0.2,552.85,1445.07,44.59,Credit Card,Unpaid,Returned,2023-03-23,In Transit
ORD0267,2021-10-21,fd0207f7-bf81-4cd4-b3a2-0e19ffb67639,Stacie Stone,PRD1304,Table,Furniture,Table,North,Australia,666.53,2,343.57,0.03,233.45,433.08,9.63,Credit Card,Paid,Returned,2021-10-30,Delayed
ORD0268,2024-02-26,9806fdf7-5703-429b-97ea-db9db08d97fa,Michael Holland,PRD5708,Oil,Groceries,Oil,West,Germany,718.79,2,454.93,0.21,189.67,529.12,10.43,UPI,Pending,Not Returned,2024-03-01,Delayed
ORD0269,2021-02-17,43aedb8b-83ea-44c8-ba1d-d2cce16223af,Patricia Reid,PRD9644,Smartphone,Electronics,Smartphone,East,Germany,817.06,3,324.23,0.16,190.79,626.27,26.36,Net Banking,Paid,Not Returned,2021-02-27,Delayed
ORD0270,2023-01-28,c1a6ea4b-c575-4093-bb77-c577bb2150e9,Karen Williams,PRD6277,Table,Furniture,Table,West,UK,212.18,1,241.11,0.12,43.06,169.12,21.89,Net Banking,Pending,Not Returned,2023-01-30,Delayed
ORD0271,2020-02-24,e3f393c4-a8f0-49aa-b1b1-7ab36bcd640f,Susan Martin,PRD5663,Spices,Groceries,Spices,West,Australia,3997.15,7,607.47,0.06,1432.22,2564.93,26.56,Net Banking,Paid,Not Returned,2020-03-01,In Transit
ORD0272,2020-01-13,fc00f45c-e1b9-41e3-9ad5-256d10bcc30f,Larry Tyler,PRD7222,Jacket,Clothing,Jacket,East,Germany,6418.08,8,891.4,0.1,1783.56,4634.52,39.03,Credit Card,Paid,Returned,2020-01-14,In Transit
ORD0273,2020-07-29,acaa2590-4102-43c3-9e09-e4c57b2b9784,Heather Estrada,PRD6213,Bookshelf,Furniture,Bookshelf,West,UK,3974.62,9,552.03,0.2,556.97,3417.65,15.63,Net Banking,Pending,Not Returned,2020-08-03,Delayed
ORD0274,2024-08-18,601768d5-75f7-48a8-886e-56f4bd9243e6,Joanna Allen,PRD7785,Rice,Groceries,Rice,South,UK,1129.61,2,656.75,0.14,266.14,863.47,28.16,Net Banking,Unpaid,Returned,2024-08-20,Delivered
ORD0275,2021-12-11,94df2ffb-7ef5-4799-ad4c-bbd299b08966,Laura Moore,PRD7161,Doll,Toys,Doll,North,USA,1047.42,3,349.14,0.0,300.63,746.79,45.97,Net Banking,Pending,Not Returned,2021-12-12,Delayed
ORD0276,2022-02-17,d6445e2c-e99f-4928-b5dc-311b50a2d48d,Christopher Ray,PRD3695,Puzzle,Toys,Puzzle,West,USA,8094.06,10,861.07,0.06,990.57,7103.49,36.23,Cash on Delivery,Paid,Not Returned,2022-02-25,Delayed
ORD0277,2020-01-05,3b0a7456-69f4-4a45-a02f-9f8c13a083e7,Raymond Coleman,PRD5601,Doll,Toys,Doll,West,USA,494.07,1,555.14,0.11,59.9,434.17,43.1,Credit Card,Pending,Returned,2020-01-08,Delivered
ORD0278,2022-11-02,7b7acb26-d22a-41f0-8f14-d8f189faa6a4,Heather Cook,PRD8999,Action Figure,Toys,Action Figure,West,Germany,2985.05,9,414.59,0.2,1005.77,1979.28,44.36,Net Banking,Unpaid,Not Returned,2022-11-10,Delivered
ORD0279,2021-11-25,96e307c2-15d1-495b-8759-aed99128c703,Cheryl Knight,PRD5854,Smartphone,Electronics,Smartphone,South,Australia,313.35,7,46.63,0.04,84.37,228.98,27.18,Credit Card,Paid,Returned,2021-11-28,In Transit
ORD0280,2022-05-20,9ecba790-be28-43a0-b9a0-7de411a75dc3,Jessica Spence,PRD4240,Rice,Groceries,Rice,North,Germany,133.78,6,23.47,0.05,40.89,92.89,39.92,Cash on Delivery,Pending,Returned,2022-05-29,Delivered
ORD0281,2023-02-16,1a4f948d-7f93-44e5-87db-921100365e56,Elizabeth Jimenez,PRD5370,Spices,Groceries,Spices,North,India,2077.42,7,357.56,0.17,254.44,1822.98,46.76,Net Banking,Pending,Returned,2023-02-26,Delayed
ORD0282,2023-05-15,c58e5420-92af-407d-97ae-cc69805c8953,Lisa Bird,PRD6383,Bookshelf,Furniture,Bookshelf,East,USA,2058.4,4,704.93,0.27,395.64,1662.76,33.99,Net Banking,Pending,Returned,2023-05-25,In Transit
ORD0283,2021-05-06,234e7128-ca29-4972-a600-e5b947773f03,Patty Ramirez,PRD7074,Jeans,Clothing,Jeans,South,Australia,1569.59,2,800.81,0.02,589.6,979.99,8.45,UPI,Pending,Returned,2021-05-15,Delivered
ORD0284,2022-12-26,534068d5-453a-4956-8c59-a3a3abf7d4cf,Ryan Wright,PRD8011,Puzzle,Toys,Puzzle,East,Germany,4912.06,8,682.23,0.1,799.62,4112.44,26.49,Net Banking,Paid,Returned,2022-12-30,Delivered
ORD0285,2021-01-31,24fdf36f-a224-4e14-91a1-d21e1f285d38,Scott Lee,PRD2002,Spices,Groceries,Spices,South,USA,5088.11,7,765.13,0.05,925.69,4162.42,48.13,Net Banking,Pending,Returned,2021-02-04,Delivered
ORD0286,2023-05-25,5f255f8e-c47e-4019-9afb-9816d8146ea2,Anna Boyd,PRD9921,Oil,Groceries,Oil,North,India,6918.4,8,950.33,0.09,1320.34,5598.06,5.19,UPI,Paid,Not Returned,2023-06-04,In Transit
ORD0287,2020-07-25,472625de-a457-4d0e-ad05-19734c1a1737,Matthew Palmer,PRD9516,Spices,Groceries,Spices,South,Germany,4159.02,7,848.78,0.3,1095.21,3063.81,21.65,Credit Card,Unpaid,Returned,2020-08-02,In Transit
ORD0288,2022-05-10,f8722639-f4d9-4f95-9039-7bb31459a415,William Holmes,PRD8928,Smartphone,Electronics,Smartphone,North,UK,4923.36,8,615.42,0.0,1730.76,3192.6,6.97,Credit Card,Pending,Not Returned,2022-05-16,Delivered
ORD0289,2022-11-26,95132ad4-ee8d-43ff-a00f-799f374708d1,Benjamin Choi,PRD4022,Board Game,Toys,Board Game,West,Australia,1961.68,10,280.24,0.3,491.6,1470.08,32.89,UPI,Paid,Not Returned,2022-12-02,In Transit
ORD0290,2019-09-01,683ecc1c-a103-4a75-a925-cd102728ae95,Mary Castillo,PRD6203,Spices,Groceries,Spices,South,USA,100.97,2,68.22,0.26,32.16,68.81,45.87,UPI,Pending,Returned,2019-09-05,Delivered
ORD0291,2020-10-11,938048a6-ed04-445b-be11-2891eac60070,Mary Ross,PRD3479,Jacket,Clothing,Jacket,North,Germany,3600.43,8,608.18,0.26,513.86,3086.57,13.77,UPI,Unpaid,Not Returned,2020-10-16,Delayed
ORD0292,2019-01-24,19805ee8-29b3-47f1-bda6-9247414842e7,Monica Castro,PRD3806,Rice,Groceries,Rice,South,UK,463.56,1,643.84,0.28,158.8,304.76,42.04,Cash on Delivery,Paid,Returned,2019-01-25,Delayed
ORD0293,2020-12-09,76ceeaa9-6003-49a5-bdb8-0a18e98bccc3,David Bailey,PRD5269,Spices,Groceries,Spices,South,Australia,6623.63,10,770.19,0.14,1536.18,5087.45,34.58,UPI,Pending,Returned,2020-12-18,Delayed
ORD0294,2019-05-05,6ded82fa-40eb-4ef9-8b6a-bede69c3b9cb,Timothy Clayton,PRD7255,Doll,Toys,Doll,North,Germany,5735.43,8,724.17,0.01,1954.7,3780.73,15.46,Net Banking,Paid,Not Returned,2019-05-09,Delivered
ORD0295,2022-11-06,44919895-a4bf-4dcd-b3b6-043f89c3e11e,Tony Mcdonald,PRD2266,Doll,Toys,Doll,West,India,432.87,2,220.85,0.02,64.95,367.92,14.37,Cash on Delivery,Paid,Not Returned,2022-11-13,In Transit
ORD0296,2019-09-18,08ee2276-e6da-488e-8efd-0466fd8795f3,Danielle King,PRD3391,Bookshelf,Furniture,Bookshelf,West,Australia,1105.34,6,252.36,0.27,331.75,773.59,21.59,UPI,Paid,Not Returned,2019-09-20,Delivered
ORD0297,2021-08-09,7ca8bf98-0c7d-4a56-89d0-c062c69066e3,Tasha Davies,PRD4857,Chair,Furniture,Chair,East,UK,298.67,2,162.32,0.08,59.3,239.37,29.89,Credit Card,Pending,Returned,2021-08-15,In Transit
ORD0298,2023-01-16,570a29c6-509a-4d14-8dcb-a052628c4a6f,Jacob Roberts,PRD4040,Puzzle,Toys,Puzzle,West,Australia,192.73,6,38.7,0.17,26.73,166.0,44.81,UPI,Pending,Not Returned,2023-01-21,Delayed
ORD0299,2021-07-01,278c3790-bf40-4da4-9c2e-d8aea264e5f0,Kathy Small,PRD8305,Doll,Toys,Doll,West,USA,1453.2,3,692.0,0.3,382.72,1070.48,37.4,Cash on Delivery,Paid,Not Returned,2021-07-04,Delayed
ORD0300,2023-09-25,f065d551-d160-49c9-8fc3-3df6d4af75e5,John Craig,PRD4920,Smartphone,Electronics,Smartphone,East,USA,2268.19,8,345.76,0.18,330.66,1937.53,32.69,Cash on Delivery,Paid,Returned,2023-09-27,Delayed
ORD0301,2019-09-30,dee472ee-a87c-4508-803c-8051e357ea92,Linda Ward,PRD1283,Laptop,Electronics,Laptop,South,UK,6535.95,9,798.04,0.09,861.13,5674.82,46.03,Credit Card,Pending,Not Returned,2019-10-01,In Transit
ORD0302,2022-02-18,9fe9c9d6-6c6c-45a4-b024-aaf968d8fb7a,Michelle Mora,PRD8627,Sofa,Furniture,Sofa,South,USA,3607.82,10,371.94,0.03,790.79,2817.03,32.2,Cash on Delivery,Unpaid,Not Returned,2022-02-19,In Transit
ORD0303,2019-03-08,7dc01118-98c4-4713-8555-8bc2f6bafbee,Elizabeth Smith,PRD4935,Bookshelf,Furniture,Bookshelf,South,Australia,1861.26,3,697.1,0.11,197.47,1663.79,47.52,Net Banking,Unpaid,Not Returned,2019-03-12,In Transit
ORD0304,2019-12-07,90658083-d4b8-4999-a07b-568de2779132,Richard Hunter,PRD9883,Smartphone,Electronics,Smartphone,North,Australia,1834.07,5,516.64,0.29,374.3,1459.77,32.69,Net Banking,Paid,Not Returned,2019-12-17,Delayed
ORD0305,2019-12-16,cdc01799-e76c-4547-a27d-b3fadad89f3b,Kristen Pruitt,PRD7537,Rice,Groceries,Rice,West,Germany,2197.13,6,463.53,0.21,262.03,1935.1,39.93,Cash on Delivery,Pending,Returned,2019-12-24,Delivered
ORD0306,2022-05-09,42bc478c-c8be-4934-a8bf-bb59a2ed4c49,Kimberly White,PRD1485,Board Game,Toys,Board Game,East,Germany,3303.46,5,688.22,0.04,1030.24,2273.22,12.78,Credit Card,Pending,Not Returned,2022-05-15,In Transit
ORD0307,2022-06-29,1215aecf-f7e6-4d28-ba75-72bbfef9942d,Brad Davidson,PRD2781,Board Game,Toys,Board Game,North,Australia,6708.25,8,942.17,0.11,2135.95,4572.3,15.01,UPI,Unpaid,Returned,2022-07-02,Delayed
ORD0308,2022-02-11,8d3e4608-b6a2-4765-8eaa-6a31153c578f,Dr. Gerald Turner MD,PRD8739,Rice,Groceries,Rice,North,USA,6712.96,8,922.11,0.09,2196.51,4516.45,12.48,UPI,Paid,Not Returned,2022-02-14,Delayed
ORD0309,2024-06-06,25d65fa6-2ecd-489d-b758-55850c9b413e,Lawrence Gates,PRD3843,Spices,Groceries,Spices,South,UK,4535.55,8,572.67,0.01,1507.66,3027.89,26.54,Credit Card,Unpaid,Returned,2024-06-09,In Transit
ORD0310,2019-12-04,8bb1d32f-66a2-4d6d-87a2-808bc39b537e,Adam Brown,PRD2459,Smartphone,Electronics,Smartphone,North,Germany,5571.71,8,954.06,0.27,2060.84,3510.87,13.18,Net Banking,Paid,Returned,2019-12-05,Delivered
ORD0311,2023-10-03,1d8e1184-bc4e-481e-912d-53c640044820,Rachel Brooks,PRD5264,Oil,Groceries,Oil,East,Germany,3795.7,9,527.18,0.2,1338.37,2457.33,15.27,Cash on Delivery,Unpaid,Not Returned,2023-10-07,Delivered
ORD0312,2020-12-31,b221a8f5-b245-4238-9bbe-231e20d158cf,Mr. Terry Long,PRD6248,Snacks,Groceries,Snacks,North,UK,70.0,6,13.41,0.13,26.68,43.32,47.45,Credit Card,Unpaid,Returned,2021-01-10,Delayed
ORD0313,2021-12-23,d1959b5b-027e-4ee0-b4a5-561c983bfc82,Timothy Henry,PRD9945,Shirt,Clothing,Shirt,North,UK,4614.43,7,724.4,0.09,1456.33,3158.1,14.24,UPI,Paid,Not Returned,2021-12-27,Delayed
ORD0314,2022-01-25,2dd9071b-8bd6-48b4-aab7-ee3eeade223a,Leslie Sanchez,PRD1100,Dress,Clothing,Dress,South,USA,585.23,8,92.6,0.21,174.09,411.14,5.25,Cash on Delivery,Pending,Not Returned,2022-01-29,Delayed
ORD0315,2024-02-05,dece195f-e97f-46cd-a678-6a2645288c91,Sarah Stewart,PRD4828,Smartwatch,Electronics,Smartwatch,East,India,3807.78,5,855.68,0.11,455.73,3352.05,41.52,Credit Card,Unpaid,Returned,2024-02-06,Delayed
ORD0316,2020-10-18,4678da49-13a5-45a4-845d-b2a7421c3136,Cynthia Kane,PRD8057,Rice,Groceries,Rice,West,USA,6570.47,8,838.07,0.02,2006.99,4563.48,12.43,UPI,Unpaid,Not Returned,2020-10-27,Delayed
ORD0317,2020-03-02,cbd9b48e-2317-4cd4-ab43-0ab6a343932d,James Robertson,PRD5076,Doll,Toys,Doll,West,USA,1232.29,4,405.36,0.24,133.46,1098.83,13.54,Cash on Delivery,Paid,Returned,2020-03-12,Delivered
ORD0318,2019-12-18,0e136331-b9b3-4659-a304-ed1bf28172ed,Jade Garza,PRD4527,Dress,Clothing,Dress,West,India,511.17,7,78.52,0.07,181.19,329.98,5.49,Cash on Delivery,Unpaid,Not Returned,2019-12-23,In Transit
ORD0319,2022-04-13,2799d13a-f8bb-4e37-9d9f-b88213e714ca,Stefanie Leonard,PRD3137,Oil,Groceries,Oil,West,India,218.0,4,70.78,0.23,75.56,142.44,39.58,UPI,Unpaid,Not Returned,2022-04-23,In Transit
